,name,geometry,addr:street,addr:housenumber,centroid,lat,lon
608,,"POLYGON ((60.136576 55.089257, 60.1366768 55.089227, 60.1368571 55.0891731, 60.1368928 55.0891625, 60.1366835 55.0889329, 60.1363667 55.0890275, 60.136576 55.089257))",,,POINT (60.136629752434246 55.08909497551604),55.08909497551604,60.136629752434246
610,,"POLYGON ((60.1380823 55.0885628, 60.1382675 55.0885085, 60.1384483 55.0884555, 60.138509 55.0884378, 60.1384568 55.0883794, 60.1385095 55.0883639, 60.1384485 55.0882958, 60.1382522 55.0883533, 60.1382326 55.0883314, 60.1379495 55.0884143, 60.1380823 55.0885628))",улица Нахимова,,POINT (60.13823762073259 55.08842622948311),55.08842622948311,60.13823762073259
614,,"POLYGON ((60.1320899 55.0891711, 60.1320527 55.089128, 60.1319746 55.0890375, 60.1318126 55.0888499, 60.1315769 55.0889166, 60.1318542 55.0892377, 60.1320899 55.0891711))",Севастопольская улица,,POINT (60.1318334061939 55.08904381388415),55.08904381388415,60.1318334061939
618,,"POLYGON ((60.1340843 55.0874721, 60.1341442 55.08754, 60.1341893 55.0875912, 60.1344446 55.0875174, 60.1343396 55.0873984, 60.1340843 55.0874721))",,,POINT (60.134264445700005 55.08749477945932),55.08749477945932,60.134264445700005
627,,"POLYGON ((60.1410839 55.0869406, 60.1412659 55.0868888, 60.1411219 55.0867232, 60.1409399 55.086775, 60.1410839 55.0869406))",,,POINT (60.14110289999999 55.08683189999999),55.08683189999999,60.14110289999999
628,,"POLYGON ((60.1336857 55.0896902, 60.1338675 55.0896408, 60.1338154 55.089578, 60.1336336 55.0896274, 60.1336857 55.0896902))",,,POINT (60.133750549999995 55.089634100000005),55.089634100000005,60.13375055
630,,"POLYGON ((60.1346095 55.088391, 60.1348212 55.0883299, 60.1346674 55.0881554, 60.134651 55.0881368, 60.1345539 55.0881649, 60.1345872 55.0882026, 60.1344725 55.0882357, 60.1346095 55.088391))",,,POINT (60.13464408598826 55.088271447945345),55.08827144794535,60.13464408598826
632,,"POLYGON ((60.1416257 55.0870371, 60.1417196 55.0870104, 60.1416557 55.086937, 60.1415618 55.0869637, 60.1416257 55.0870371))",,,POINT (60.14164069999998 55.08698704999999),55.08698704999999,60.14164069999998
637,,"POLYGON ((60.1305539 55.0876067, 60.1310082 55.0874791, 60.1310272 55.0875012, 60.1310913 55.0874832, 60.1310707 55.0874591, 60.1312133 55.0874191, 60.1310694 55.0872512, 60.1309858 55.0872747, 60.1309599 55.0872445, 60.1308903 55.0872641, 60.130914 55.0872917, 60.1308731 55.0873032, 60.1308951 55.0873288, 60.1307454 55.0873708, 60.130724 55.0873458, 60.1305703 55.0873889, 60.1304704 55.087417, 60.1304955 55.0874463, 60.1304317 55.0874642, 60.1305539 55.0876067))",,,POINT (60.13082104255391 55.087428863744066),55.08742886374407,60.13082104255391
643,,"POLYGON ((60.1417008 55.0870472, 60.1415188 55.087099, 60.1415669 55.0871544, 60.1416084 55.0871426, 60.1417681 55.0873263, 60.1419086 55.0872863, 60.1417008 55.0870472))",,,POINT (60.14172349782288 55.08718252525406),55.08718252525406,60.14172349782288
648,,"POLYGON ((60.1405305 55.0881333, 60.1406877 55.0878749, 60.1402238 55.0877825, 60.1400666 55.0880408, 60.1405305 55.0881333))",,,POINT (60.140377161812836 55.087957880178045),55.087957880178045,60.14037716181284
